project_id,winning_date,winning_notice_url,order_id,winning_order_cnt,project_winning_amt,supplier_name,supplier_addr,order_name,winning_amt,cadidate_name,buyer_name,buyer_addr,buyer_contact,buyer_phone,agency_name,agency_addr,agency_contact,agency_phone,source_id,keyword
JKQCG_22_0558,2022-12-07,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221207_1472633.html,1,1,187.28万元（人民币）,北京达视京科科技发展有限公司,北京市怀柔区北房镇幸福西街1号301室,北京市第二中学经开区学校校园改造提升项目-学校演播室录课室会议室阶梯教室改造升级（第二包）,187.28万元,,北京市第二中学经开区学校,北京经济技术开发区X39地块,董杨凯,010-67802277-1108,华诚博远工程咨询有限公司,北京市大兴区枣园路19号1幢503室,何江敏,13833333054、010-69248172,1,阶梯教室
JKQCG_22_0557,2022-12-07,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221207_1472632.html,1,1,358.58万元（人民币）,北京达视京科科技发展有限公司,北京市怀柔区北房镇幸福西街1号301室,北京市第二中学经开区学校校园改造提升项目-学校演播室录课室会议室阶梯教室改造升级(第一包）,358.58万元,,北京市第二中学经开区学校,北京经济技术开发区X39地块,温志东,010-67802277-1108,华诚博远工程咨询有限公司,北京市大兴区枣园路19号1幢503室,何江敏,13833333054、010-69248172,1,阶梯教室
11010922210200001928-XM001,2022-12-07,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221207_1472688.html,"1,2",2,1257.701088万元（人民币）,"北京盛安伟业保安服务有限公司,北京中超保安服务有限公司","北京市东城区新中街乙12号3号楼1层117室,北京市门头沟区莲石湖西路98号院5号楼706室",2023年教育系统消防中控值守项目,"622.853088万元中标成交,634.848万元",,北京市门头沟区教育资产管理服务中心,北京市门头沟区新桥大街67号,段老师,69833076,北京招信天诚招标代理有限公司,北京市门头沟区石龙经济开发区永安路20号石龙高科大厦1号楼1单元802室,樊莉莉于永博,010-69800335,1,中控
11000022210200026092-XM001,2023-01-06,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20230106_1478357.html,1,1,177.12万元（人民币）,北京首卫保安服务有限公司,北京市石景山区金顶北路69号院2号楼,首都医科大学中控值机服务外包项目,177.12万元,,首都医科大学,北京市丰台区右安门外大街西头条10号,王老师,010-83911949,中天信远国际招投标咨询(北京)有限公司,北京市朝阳区南磨房路37号华腾北搪商务大厦11层1109室,周姗、成志凯、王师安、张静、鲁智慧,010-51909015,1,中控
PXM2021_116208_000024-JH001-XM001,2022-02-14,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220214_1406049.html,1,1,49.334万元（人民币）,北京伟世创新文化有限公司,北京市朝阳区广华居18号楼2层201内07号,特高建设-骨干专业-机场设备运维专业群（第1包智慧教室建设）采购项目,49.334万元,,北京市新媒体技师学院,北京市大兴区兴华大街三段21号,梁冰,69239155,中技国际招标有限公司,北京市丰台区西三环中路90号通用技术大厦,朱强,010-63348624,1,智慧教室
11000022210200007065-XM001,2022-05-17,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220517_1426925.html,1,1,301.001万元（人民币）,斯达缔（北京）教育科技有限公司,北京市密云区新北路15号投资促进局办公楼205室-220(投资促进局集中办公区),智慧教室及配套建设项目,301.001万元,,北京轻工技师学院（北京乐器研究所）,北京市丰台区马家堡路63号,唐老师,67578997-1102,国金招标有限公司,北京市朝阳区东三环南路甲52号顺迈金钻国际商务中心9层9C,王珊珊边璐张含勇,010-56215050,1,智慧教室
11000022210200017553-XM001,2022-10-26,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20221026_1463868.html,1,1,820万元（人民币）,航天四创科技有限责任公司,北京市海淀区阜成路16号六层,北京朝阳医院开办费项目-一般设备设施-信息硬件,820万元,,首都医科大学附属北京朝阳医院,北京市朝阳区工人体育场南路8号,钱步月,85231654,北京国际贸易有限公司,北京市朝阳区建国门外大街甲3号,齐汉、梁潇、王崴、李辰曦,010-85343459（项目咨询）、010-85343428（发票、中标通知书）,1,智慧教室
11010822210200007796-XM002,2022-12-06,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221206_1472515.html,"1,2,3",3,1256.885万元（人民币）,"北京云知云物联网科技有限公司,北京中科国培阳光科技有限公司,北京驷骑中天网络工程技术有限公司","北京市顺义区马坡镇聚源西路7号,北京市大兴区宏业路9号院2号楼10层1008,北京市海淀区丰豪东路9号院9号楼一层102-101",海淀区中小学智慧教室三期建设项目（录播采购）,"421.856万元中标成交,417.768万元中标成交,417.261万元",,北京市海淀区教育科学研究院,北京市海淀区美丽园甲1号,石老师,010-62583131,北京国际招标有限公司,北京市东城区朝阳门北小街71号,苏琳、白辰、隋志亮、梁东煜、游路群,010-84046631（业务）；010-84045694（发票及退保证金）,1,智慧教室
11000022210200003873-XM0012,2022-04-14,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220414_1419535.html,1,1,71.35万元（人民币）,北京世纪超星信息技术发展有限责任公司,北京市海淀区上地三街9号金隅嘉华大厦C座710室,北京市文化馆开办费——智慧教室设备采购项目,71.35万元,,北京市文化馆（北京文化艺术活动中心、北京市文化旅游志愿者服务中心）,北京市海淀区上园村3号交大知行大厦5层,李老师,010-62249681,中招政采（北京）咨询有限公司,北京市西城区车公庄鸿儒大厦B座一层101室,姜雪怡、盖晓艳、罗文圳、刘倩倩,010-63966992-858,1,智慧教室
11000022210200013825-XM001,2022-07-06,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220706_1439925.html,1,1,448.8万元（人民币）,北京悦诚铭达科技有限公司,北京市昌平区黄平路19号院2号6层603-C,北京工业职业技术学院双高建设-智慧教室建设,448.8万元,,北京工业职业技术学院,北京市石景山区石门路368号,邬老师,010-51511150,华采招标集团有限公司,北京市丰台区广安路9号国投财富广场6号楼1601室,贾东敏、郝丹丹、姚冲、刘金秀,18612287813,1,智慧教室
11000022210200008986-XM001,2022-05-07,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220507_1424706.html,1,1,126.496万元（人民币）,北京世纪超星信息技术发展有限责任公司,北京市海淀区上地三街9号金隅嘉华大厦C座710室,国际商务服务专业群-智慧教室建设,126.496万元,,北京市对外贸易学校,北京市朝阳区来广营水岸南街1号院,,84923065,北京汇诚金桥国际招标咨询有限公司,北京市东城区朝内大街南竹竿杆胡同6号北京INN3号楼9层,张洁淳,010-65244729,1,智慧教室
11000022210200009821-XM001,2022-05-19,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220519_1427463.html,"1,2",2,187.46万元（人民币）,"北京易柯森特科技有限公司,北京佰勤信息科技股份有限公司","北京市朝阳区大屯里居住区东南部地区政泉花园(三期)写字楼及酒店6层1单元609,北京市海淀区西翠路9号瑞成大酒店1325室",校园业务管理系统及智慧教室建设,"9.56万元中标成交,177.9万元",,北京体育职业学院,北京市丰台区光彩北路4号,徐老师,010-67271982,国金招标有限公司,北京市朝阳区东三环南路甲52号顺迈金钻国际商务中心9层9C,张金鑫、杨振豪、王鑫、王珊珊、张含勇,010-56226976,1,智慧教室
11010522210200005878-XM001,2022-11-25,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221125_1470285.html,1,1,429.44万元（人民币）,北京新实路科技有限公司,北京市延庆区中关村延庆园风谷四路8号院27号楼439室,2022年朝阳区教育系统教室照明改造项目,429.44万元,,北京市朝阳区教育服务保障中心,北京市朝阳区团结湖北二条5号楼,陶京,64601953,北京锐雅国际招标有限公司,北京市朝阳区兴隆西街2号美博汇6层655,李工,15710064287,1,教室
11010522210200005878-XM001,2022-11-25,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221125_1470287.html,1,1,429.232万元（人民币）,佛山雪莱特智能照明科技有限公司,佛山市南海区狮山镇科技工业园A区科技大道(办公楼)二楼206室（住所申报）,2022年朝阳区教育系统教室照明改造项目,429.232万元,,北京市朝阳区教育服务保障中心,北京市朝阳区团结湖北二条5号楼,陶京,64601953,北京锐雅国际招标有限公司,北京市朝阳区兴隆西街2号美博汇6层655,李工,15710064287,1,教室
11000022210200025340-XM001,2022-11-15,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20221115_1467721.html,1,1,114.89万元（人民币）,北京中天瑞合科技有限公司,北京市海淀区龙岗路51号院7号楼2层45室,分类发展专项配套项目-综合楼教室灯光建设采购,114.89万元,,北京舞蹈学院,北京市海淀区万寿寺路1号,王老师,010-68936112,新华招标有限公司,北京市海淀区莲花池东路39号西金大厦11层,赵静淑、王乙、叶子青、张际阳、刁玉蕊、杜女士,010-63905966、010-63905976,1,教室
11010522210200005878-XM001,2022-11-25,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221125_1470288.html,1,1,404.432万元（人民币）,北京合力金智科技发展有限公司,北京市海淀区长春桥路11号1号楼3层303室,2022年朝阳区教育系统教室照明改造项目,404.432万元,,北京市朝阳区教育服务保障中心,北京市朝阳区团结湖北二条5号楼,陶京,64601953,北京锐雅国际招标有限公司,北京市朝阳区兴隆西街2号美博汇6层655,李工,15710064287,1,教室
11010622210200002871-XM001,2022-10-28,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221028_1464452.html,"1,2,3,4,5,6,7,8",8,3044.3646万元（人民币）,"盛和易信（北京）科技有限公司,北京荣峻科技有限公司,北京东方展星建设工程有限公司,北京涵锐博纳建设工程有限公司,北京千隆金属装饰材料有限责任公司,北京市设备安装工程集团有限公司,北京九悦科技有限公司,北京奥京机械设备有限公司","北京市门头沟区中门寺街69号33幢798号,北京市昌平区北清路1号院8号楼10层2单元1010,北京市朝阳区双桥中路广渠路辅路E50艺术院区B-03,北京市门头沟区斋堂大街45号科技楼ZT915室,北京市通州区台湖镇董村8号,北京市海淀区新街口外21号院,北京市顺义区金穗路2号院10号楼9层902,北京市平谷区东高村镇东高村兴业路55号-21609（集群注册）",薄改项目-中小学教室灯光照明设备改造项目,"377.01万元中标成交,391.0452万元中标成交,370.488万元中标成交,378.249万元中标成交,384.408万元中标成交,379.5444万元中标成交,381.276万元中标成交,382.344万元",,北京市丰台区教育委员会卫生健康管理中心,北京市丰台区桥南10号房16号院,李爱军,63746920,中诚安管理咨询有限公司,北京市东城区崇文门外大街16号便宜坊大厦15层1515单元,黄然,13269517188,1,教室
11000022210200008781-XM001,2022-06-29,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220629_1438148.html,1,1,465.968万元（人民币）,北京引航动力科技有限公司,北京市昌平区科技园区白浮泉路10号2号楼1008室,智慧教室第一期建设,465.968万元,,北京市商业学校（北京祥龙资产经营有限责任公司党校）,北京市昌平区北七家镇曹八西路28号,蔡老师,010-81763264,北京中润达工程咨询有限公司,北京市丰台区宋家庄交通枢纽四层三区,付女士,010-87150241转8706,1,智慧教室
11011522210200001787-XM006,2022-08-22,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20220822_1450298.html,1,1,817.5025万元（人民币）,北京金山顶尖科技股份有限公司,北京市海淀区天秀路10号中国农大国际创业园1号楼3层3A,翠微小学大兴分校教室及办公设备购置项目,817.5025万元,,北京市海淀区翠微小学大兴分校,北京市大兴区庞各庄镇隆昌大街北段2号,张主任,68226327,北京市大兴区政府采购中心,北京市大兴区公共资源交易分中心三层,王老师,69231333,1,教室
11000022210200012975-XM001,2022-07-19,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220719_1442797.html,1,1,80.48万元（人民币）,国通（北京）电信工程有限公司,北京市海淀区海淀苏州街18号院-4楼10层1007,特高建设--食品安全与流通专业群实践基地（智慧教室）建设项目,80.48万元,,北京商贸学校（北京市SPF技术研究与推广中心）,北京市大兴区南苑西红门路14号,曹旭,010-60223907,中招国际招标有限公司,北京市海淀区学院南路62号中关村资本大厦601A室,钱卉卉、郭睿、李振、刘雨婷、韩颖,010-62108186、62108246,1,智慧教室
11011322210200004360-XM001,2023-01-09,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20230109_1478743.html,1,1,17.2611万元（人民币）,北京博程图瑞科技发展有限公司,北京市顺义区绿港家园一区9号楼3层329,老干部活动中心厨艺教室建设项目（采购部分）,17.2611万元,,中国共产党北京市顺义区委员会老干部局本级,北京市顺义区,王宇琦,010-69443695,北京招竣建设工程咨询有限公司,北京市顺义区仓上小区商业服务楼2号,王怡,61402690,1,教室
11000022210200008881-XM001,2022-07-29,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220729_1445348.html,1,1,115万元（人民币）,北京宏远汇通网络科技有限公司,北京市海淀区安宁庄西三条9号1幢2层5单元207,多功能培训教室设备购置,115万元,,北京市商业学校（北京祥龙资产经营有限责任公司党校）,北京市昌平区北七家镇曹八西路28号,蔡晓贤,（010）81763264,中招国际招标有限公司,北京市海淀区学院南路62号中关村资本大厦601A室,李振、张奕,（010）62108186、62108197,1,教室
11011122210200002878-XM001,2022-10-17,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221017_1461839.html,"1,2,3,4,5",5,2557.398438万元（人民币）,"北京成城众信科技有限公司,北京康华鸿创科技有限公司,北京腾飞宏业建筑工程有限公司,佛山雪莱特智能照明科技有限公司,北京合创三众能源科技股份有限公司","北京市房山区北坛胡同1号楼3-101,北京市海淀区学清路甲18号中关村东升科技园学院园二层C区950室,北京市房山区河北镇辛庄村村委会西85米,佛山市南海区狮山镇科技工业园A区科技大道（办公楼）二楼206室,北京市大兴区中关村科技园区大兴生物医药产业基地天河西路25号院4号楼1层112室",义务教育阶段学校教室照明改造项目,"494.254万元中标成交,499.8万元中标成交,504.284438万元中标成交,506.16万元中标成交,552.9万元",,北京市房山区教育委员会本级,北京市房山区良乡西路9号,张老师,010-89359545,北京国际工程咨询有限公司,北京市海淀区学院路30号科大天工大厦A座六层,,,1,教室
11010222210200002686-XM001,2022-08-31,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20220831_1452491.html,1,1,114.351万元（人民币）,北京坤承科技有限公司,北京市房山区西潞街道长虹西路73幢1层M1361（集群注册）,设备类2022年北京市铁路第二中学扩班设备采购项目,114.351万元,,北京市铁路第二中学,,赵心怡,010-68014727,中新天诚（北京）招标有限公司,,黄彪,010-62205871,1,教室
北京市总工会财务和资产管理部2022年1月14日资金证明-XCJH002-XM001,2022-06-17,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220617_1435043.html,1,1,1009.6819万元（人民币）,北京华创互联科技股份有限公司,北京市丰台区南四环西路128号院2号楼21层2507,北京市工会干部学院（北京市总工会职工大学）53号院房屋加固改造工程后期项目-多媒体教室教学设备,1009.6819万元,,北京市总工会职工大学,北京市西城区陶然亭路53号,陈老师,63512810,中工国际招标有限公司,北京市海淀区上地四街华成大厦4层,张存、张键（业务）,010-82952950-823,1,教室
11010822210200002093-XM001,2022-06-10,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20220610_1432830.html,1,1,173万元（人民币）,北京新晨阳光科技有限公司,北京市海淀区中关村333号楼二层202号,[ID31650]北京市海淀区上地实验小学安防监控及AI人工智能教室系统建设项目,173万元,,北京市海淀区上地实验小学,北京市海淀区上地东里五区,吕主任,62963482,北京国际招标有限公司,北京市东城区朝阳门北小街71号,苏琳、白辰、隋志亮、梁东煜、游路群,010-84046631（业务咨询）；010-84045694（发票及退保证金）,1,教室
11000022210200011901-XM001,2022-07-11,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220711_1441028.html,1,1,398万元（人民币）,北京优扬新宇科技有限公司,北京市朝阳区化工路59号院4号楼1至14层101内05层396,改善办学保障条件-新校区建设配套-播音主持专业演播棚及专业教室设备购置,398万元,,北京电影学院,北京市海淀区西土城路4号,肖老师,010-82283228,国金招标有限公司,北京市朝阳区东三环南路甲52号顺迈金钻国际商务中心9层9C,张金鑫、杨振豪、王鑫、王珊珊、张含勇,010-56226976,1,教室
11010922210200001350-XM001,2022-09-28,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20220928_1458610.html,"1,2,3,4",4,692.6655万元（人民币）,"北京欣智恒科技股份有限公司,中工建业（北京）建设有限公司,中科世安技术有限公司,北京成信德瑞科技发展有限公司","北京市海淀区海淀南路19号时代网络大厦8000室,北京市门头沟区石龙南路10号189室,北京市昌平区十三陵镇泰陵园61号,北京市昌平区沙河镇能源东路1号院1号楼5层2单元505",义务教育薄弱环节改善与能力提升-义务教育阶段学校教室照明改造项目,"169.215万元中标成交,169.83万元中标成交,178.7805万元中标成交,174.84万元",,北京市门头沟区教育委员会,北京市门头沟区新桥大街65号,史老师,69842864,北京招信天诚招标代理有限公司,北京市门头沟区石龙经济开发区永安路20号石龙高科大厦1号楼1单元802室,樊莉莉于永博,010-69800335,1,教室
11000022210200004912-XM001,2022-04-01,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220401_1416883.html,1,1,118.888万元（人民币）,北京众邦互联科技有限公司,北京市丰台区航丰路6号院1幢一层1-1-1272室,曹妃甸实训基地VR虚拟现实实训教室设备采购项目其他终端设备采购项目,118.888万元,,北京市工艺美术高级技工学校,北京市昌平区马池口镇白浮村,王老师,010-60773939,北京国际招标有限公司,北京市东城区朝阳门北小街71号,胡家俊；隋志亮；白辰；苏琳；游路群,84046630,1,教室
11011422210200003076-XM002,2022-10-24,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221024_1463237.html,"1,2",2,826.2153万元（人民币）,"北京引航动力科技有限公司,北京捷成睿新科技发展有限公司","北京市昌平区科技园区白浮泉路10号2号楼1008室,北京市昌平区百善镇半壁街村9号",昌平区教委农村校双师教室及精品双师录课室建设项目,"358.5931万元中标成交,467.6222万元",,北京市昌平区教师进修学校,北京市昌平区府学路35号,林立,010-69722889,中招商祺（北京）工程管理有限公司,北京市昌平区科技园区超前路37号6号楼B单元7层707,罗佼,80118282,1,教室
JKQCG_22_0560,2022-12-07,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221207_1472635.html,1,1,243.831万元（人民币）,北京嘉利仕维科教设备技术有限责任公司,北京市海淀区阜外亮甲店1号恩济西园产业园产业孵化区一层133室,北京市第二中学经开区学校校园改造提升项目-学科类专业教室改造,243.831万元,,北京市第二中学经开区学校,北京经济技术开发区X39地块,温志东,010-67802277-1108,华诚博远工程咨询有限公司,北京市大兴区枣园路19号1幢503室,何江敏,13833333054、010-69248172,1,教室
11010822210200000516-XM001,2022-04-25,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20220425_1422293.html,1,1,425.9679万元（人民币）,北京东方中科达科技有限公司,北京市大兴区金星西路6号院1号楼9层903室,北京市上地实验学校九年一贯制改扩建配套教室设备及家具购置,425.9679万元,,北京市上地实验学校,北京市海淀区上地二街3号,陈老师,010-62975190-3025,北京国际招标有限公司,北京市东城区朝阳门北小街71号,隋志亮、白辰、苏琳、李跃、游路群,电话：010-84045683（业务）；010-84045694（发票及退保证金）,1,教室
11000022210200001078-XM001,2022-03-25,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220325_1415037.html,1,1,158万元（人民币）,中国建筑设计研究院有限公司、EDUCATIONDESIGNINTERNATIONALINC联合体,北京市西城区车公庄大街19号,教学业务用房等修缮类项目-北京第一实验学校专业教室装修改造（设计）,158万元,,北京第一实验学校,北京市通州区宋庄疃里南区55号楼,林森,010-88628022,北京科技园拍卖招标有限公司,北京市海淀区万柳光大西园6号楼,王思洋,13910238783,1,教室
11000022210200013818-XM001,2022-07-08,http://www.ccgp-beijing.gov.cn/xxgg/sjzfcggg/sjzbjggg/t20220708_1440767.html,1,1,1100.021万元（人民币）,北京晨光溢海数码科技有限公司,北京市昌平区北清路1号珠江摩尔国际大厦6号楼2单元508,改善办学保障条件-良乡校区教室及配套保障设施改造项目,1100.021万元,,北京工商大学,北京市海淀区阜成路11号和33号（航天桥东）,苏老师,010-68984323,中天信远国际招投标咨询(北京)有限公司,北京市朝阳区南磨房路37号华腾北搪商务大厦11层1112室,成志凯、周姗、王师安、鲁智慧,010-51909015,1,教室
11010722210200002963-XM001,2022-12-05,http://www.ccgp-beijing.gov.cn/xxgg/qjzfcggg/qjzbjggg/t20221205_1472192.html,"1,2,3,4",4,351.04608万元（人民币）,"北京四季龙源科技有限责任公司,北京捷诚众瑞科技有限公司,北京开拓永创科技发展有限公司,北京汉客天下科技有限公司","北京市朝阳区惠新东街11号1号楼,北京市石景山区实兴东街11号4层,北京市石景山区实兴大街30号院3号楼8层,北京市石景山区城通街26号院8号楼",2022年中小学计算机教室更新补充,"72.776万元中标成交,66.3807万元中标成交,101.0073万元中标成交,110.88208万元",,北京市石景山区教育委员会教育技术装备中心,北京市石景山区西井三区北门西侧胡同内,尤轶,88963530,北京市石景山区政府采购中心,北京市石景山区实兴大街30号院17号楼8层,朱彦超,68816115,1,教室
